gene	I	II	III	IV
CPD	1.1628	5.814	0	1.7544
GOSR1	1.1628	2.3256	0	1.7544
TBC1D29	1.1628	2.3256	0	1.7544
LRRC37BP1	1.1628	2.3256	0	1.7544
SH3GL1P2	1.1628	2.3256	0	1.7544
ATAD5	1.1628	2.3256	0	0
CRLF3	1.1628	2.3256	0	0
SUZ12P1	1.1628	2.3256	0	0
TEFM	1.1628	1.1628	0	0
ADAP2	1.1628	1.1628	0	0
RNF135	1.1628	1.1628	0	0
DPRXP4	1.1628	1.1628	0	0
MIR4733	1.1628	1.1628	0	0
NF1	-1.1628	-1.1628	-0	-0
OMG	1.1628	1.1628	0	0
EVI2B	1.1628	1.1628	0	0
EVI2A	1.1628	1.1628	0	0
RAB11FIP4	1.1628	1.1628	0	0
MIR4724	1.1628	1.1628	0	0
MIR193A	1.1628	1.1628	0	0
MIR365B	1.1628	1.1628	0	0
MIR4725	1.1628	1.1628	0	0
COPRS	1.1628	1.1628	1.7241	1.7544
UTP6	1.1628	1.1628	1.7241	1.7544
SUZ12	1.1628	1.1628	1.7241	1.7544
LRRC37B	1.1628	1.1628	1.7241	1.7544
SH3GL1P1	1.1628	1.1628	1.7241	1.7544
RHOT1	1.1628	1.1628	1.7241	3.5088
ARGFXP2	1.1628	1.1628	1.7241	3.5088
RHBDL3	2.3256	1.1628	1.7241	3.5088
C17orf75	1.1628	1.1628	1.7241	3.5088
MIR632	1.1628	1.1628	1.7241	3.5088
ZNF207	1.1628	1.1628	1.7241	3.5088
PSMD11	1.1628	1.1628	1.7241	3.5088
CDK5R1	1.1628	1.1628	1.7241	3.5088
MYO1D	1.1628	2.3256	3.4483	3.5088
TMEM98	1.1628	1.1628	1.7241	0
SPACA3	1.1628	1.1628	1.7241	0
ASIC2	2.3256	2.3256	1.7241	0
AA06	1.1628	1.1628	0	0
C17orf102	2.3256	1.1628	0	0
CCL11	2.3256	1.1628	0	0
CCL13	2.3256	1.1628	0	0
CCL1	2.3256	1.1628	0	0
CCL2	2.3256	1.1628	0	0
CCL7	2.3256	1.1628	0	0
CCL8	2.3256	1.1628	0	0
RP11-215E13.1	2.3256	1.1628	0	0
TMEM132E	2.3256	1.1628	0	0
CCT6B	1.1628	1.1628	0	0
ZNF830	1.1628	1.1628	0	0
LIG3	1.1628	1.1628	0	0
RAD51L3-RFFL	1.1628	1.1628	0	0
RFFL	1.1628	1.1628	0	0
RAD51D	1.1628	1.1628	0	0
FNDC8	1.1628	1.1628	0	0
NLE1	1.1628	0	0	0
UNC45B	1.1628	1.1628	0	0
SLC35G3	1.1628	1.1628	0	0
SLFN5	1.1628	1.1628	0	0
SLFN11	1.1628	1.1628	0	0
SLFN12	1.1628	1.1628	0	0
SLFN13	1.1628	1.1628	0	0
SLFN12L	1.1628	1.1628	0	0
SLFN14	1.1628	1.1628	1.7241	0
PEX12	1.1628	1.1628	1.7241	0
SNORD7	1.1628	1.1628	1.7241	0
AP2B1	1.1628	2.3256	1.7241	0
RASL10B	1.1628	2.3256	0	0
GAS2L2	1.1628	2.3256	0	0
C17orf50	1.1628	2.3256	0	0
MMP28	1.1628	2.3256	0	0
TAF15	1.1628	2.3256	0	0
C17orf66	1.1628	0	0	0
CCL5	1.1628	0	0	0
RDM1	1.1628	1.1628	0	0
LYZL6	1.1628	1.1628	0	0
CCL16	1.1628	1.1628	0	0
CCL14	1.1628	1.1628	0	0
CCL15-CCL14	1.1628	1.1628	0	0
CCL15	1.1628	1.1628	0	0
CCL23	1.1628	2.3256	0	0
CCL18	2.3256	0	0	1.7544
CCL3L1	2.3256	0	0	1.7544
CCL3L3	2.3256	0	0	1.7544
CCL3	2.3256	0	0	1.7544
CCL4L1	2.3256	0	0	1.7544
CCL4	2.3256	0	0	1.7544
GGNBP2	2.3256	2.3256	0	3.5088
MYO19	2.3256	0	0	1.7544
PIGW	2.3256	0	0	1.7544
TBC1D3B	2.3256	0	0	1.7544
TBC1D3G	2.3256	0	0	1.7544
TBC1D3H	2.3256	5.814	3.4483	5.2632
ZNHIT3	2.3256	0	0	1.7544
DHRS11	2.3256	2.3256	0	3.5088
MRM1	2.3256	2.3256	0	3.5088
LHX1	2.3256	3.4884	3.4483	3.5088
AATF	2.3256	4.6512	3.4483	3.5088
MIR2909	2.3256	3.4884	3.4483	3.5088
ACACA	2.3256	5.814	5.1724	3.5088
C17orf78	2.3256	3.4884	3.4483	3.5088
TADA2A	2.3256	4.6512	5.1724	3.5088
DUSP14	2.3256	4.6512	3.4483	3.5088
SYNRG	2.3256	5.814	3.4483	3.5088
DDX52	2.3256	5.814	3.4483	3.5088
MIR378J	2.3256	5.814	3.4483	3.5088
HNF1B	2.3256	6.9767	3.4483	5.2632
LOC440434	2.3256	5.814	3.4483	5.2632
TBC1D3C	2.3256	5.814	3.4483	5.2632
TBC1D3F	2.3256	5.814	3.4483	5.2632
TBC1D3	2.3256	5.814	3.4483	5.2632
YWHAEP7	2.3256	5.814	3.4483	5.2632
MRPL45	2.3256	5.814	3.4483	5.2632
GPR179	2.3256	5.814	3.4483	5.2632
SOCS7	2.3256	5.814	3.4483	5.2632
ARHGAP23	2.3256	3.4884	3.4483	1.7544
SRCIN1	2.3256	3.4884	5.1724	1.7544
C17orf96	2.3256	3.4884	5.1724	1.7544
MIR4734	2.3256	3.4884	5.1724	1.7544
MLLT6	2.3256	3.4884	5.1724	1.7544
CISD3	2.3256	3.4884	5.1724	1.7544
MIR4726	2.3256	3.4884	5.1724	1.7544
PCGF2	2.3256	3.4884	5.1724	1.7544
PSMB3	2.3256	3.4884	5.1724	1.7544
PIP4K2B	2.3256	4.6512	5.1724	1.7544
CWC25	2.3256	4.6512	5.1724	1.7544
MIR4727	2.3256	4.6512	5.1724	1.7544
C17orf98	2.3256	4.6512	5.1724	1.7544
RPL23	2.3256	4.6512	5.1724	1.7544
SNORA21	2.3256	4.6512	5.1724	1.7544
LASP1	2.3256	5.814	5.1724	1.7544
MIR6779	2.3256	4.6512	5.1724	1.7544
LINC00672	2.3256	5.814	5.1724	1.7544
FBXO47	2.3256	6.9767	5.1724	3.5088
LRRC37A11P	2.3256	6.9767	3.4483	3.5088
LOC100131347	2.3256	6.9767	3.4483	3.5088
PLXDC1	2.3256	8.1395	3.4483	3.5088
ARL5C	2.3256	8.1395	3.4483	3.5088
CACNB1	2.3256	8.1395	3.4483	3.5088
RPL19	2.3256	8.1395	3.4483	3.5088
STAC2	2.3256	9.3023	3.4483	5.2632
FBXL20	2.3256	11.6279	5.1724	5.2632
MED1	3.4884	11.6279	5.1724	5.2632
CDK12	3.4884	16.2791	8.6207	10.5263
NEUROD2	4.6512	19.7674	8.6207	10.5263
PPP1R1B	4.6512	24.4186	8.6207	12.2807
STARD3	5.814	24.4186	8.6207	12.2807
TCAP	5.814	24.4186	8.6207	12.2807
PNMT	5.814	24.4186	8.6207	12.2807
PGAP3	5.814	24.4186	10.3448	12.2807
ERBB2	5.814	24.4186	10.3448	12.2807
MIR4728	5.814	24.4186	10.3448	12.2807
MIEN1	5.814	24.4186	10.3448	12.2807
GRB7	5.814	24.4186	10.3448	12.2807
IKZF3	5.814	24.4186	10.3448	12.2807
ZPBP2	2.3256	15.1163	6.8966	12.2807
GSDMB	2.3256	15.1163	6.8966	12.2807
ORMDL3	2.3256	15.1163	6.8966	12.2807
LRRC3C	2.3256	16.2791	6.8966	12.2807
GSDMA	2.3256	15.1163	8.6207	12.2807
PSMD3	3.4884	15.1163	8.6207	12.2807
CSF3	3.4884	15.1163	8.6207	12.2807
MED24	3.4884	15.1163	8.6207	12.2807
MIR6884	3.4884	15.1163	8.6207	12.2807
SNORD124	3.4884	15.1163	8.6207	12.2807
THRA	3.4884	13.9535	6.8966	10.5263
NR1D1	3.4884	13.9535	6.8966	10.5263
MSL1	2.3256	15.1163	6.8966	10.5263
CASC3	2.3256	15.1163	6.8966	10.5263
MIR6866	2.3256	13.9535	6.8966	10.5263
RAPGEFL1	2.3256	15.1163	6.8966	10.5263
MIR6867	2.3256	15.1163	6.8966	10.5263
WIPF2	2.3256	15.1163	8.6207	10.5263
CDC6	2.3256	12.7907	8.6207	10.5263
RARA	2.3256	12.7907	8.6207	10.5263
RARA-AS1	2.3256	12.7907	8.6207	10.5263
GJD3	2.3256	11.6279	8.6207	10.5263
TOP2A	2.3256	10.4651	8.6207	10.5263
IGFBP4	3.4884	12.7907	8.6207	10.5263
TNS4	3.4884	12.7907	8.6207	10.5263
CCR7	3.4884	12.7907	8.6207	10.5263
SMARCE1	3.4884	9.3023	6.8966	10.5263
KRT222	3.4884	9.3023	6.8966	10.5263
KRT24	3.4884	9.3023	6.8966	8.7719
KRT25	3.4884	9.3023	6.8966	8.7719
KRT26	3.4884	9.3023	6.8966	8.7719
KRT27	3.4884	9.3023	6.8966	8.7719
KRT28	3.4884	9.3023	6.8966	8.7719
KRT10	3.4884	9.3023	6.8966	8.7719
TMEM99	3.4884	9.3023	6.8966	8.7719
KRT12	3.4884	9.3023	6.8966	8.7719
KRT20	3.4884	9.3023	6.8966	8.7719
KRT23	3.4884	9.3023	6.8966	8.7719
KRT39	3.4884	9.3023	6.8966	8.7719
KRT40	3.4884	9.3023	8.6207	8.7719
KRTAP3-3	3.4884	9.3023	8.6207	8.7719
KRTAP3-2	3.4884	9.3023	8.6207	8.7719
KRTAP3-1	3.4884	9.3023	6.8966	8.7719
KRTAP1-5	3.4884	9.3023	6.8966	8.7719
KRTAP1-4	3.4884	9.3023	6.8966	8.7719
KRTAP1-3	3.4884	9.3023	6.8966	8.7719
KRTAP1-1	4.6512	9.3023	6.8966	8.7719
KRTAP2-1	4.6512	9.3023	6.8966	8.7719
KRTAP2-2	4.6512	9.3023	6.8966	8.7719
KRTAP2-3	4.6512	9.3023	6.8966	8.7719
KRTAP2-4	4.6512	9.3023	6.8966	8.7719
KRTAP4-11	4.6512	9.3023	6.8966	8.7719
KRTAP4-7	4.6512	9.3023	6.8966	8.7719
KRTAP4-8	4.6512	9.3023	6.8966	8.7719
KRTAP4-9	4.6512	9.3023	6.8966	8.7719
KRTAP4-12	4.6512	9.3023	6.8966	8.7719
KRTAP4-6	4.6512	9.3023	6.8966	8.7719
KRTAP4-5	5.814	9.3023	6.8966	8.7719
KRTAP4-4	5.814	9.3023	6.8966	8.7719
KRTAP4-3	5.814	9.3023	6.8966	8.7719
KRTAP4-2	5.814	8.1395	6.8966	8.7719
KRTAP4-1	5.814	8.1395	6.8966	8.7719
KRTAP9-1	5.814	8.1395	6.8966	8.7719
KRTAP9-2	5.814	6.9767	6.8966	8.7719
KRTAP9-3	5.814	6.9767	6.8966	8.7719
KRTAP9-4	5.814	6.9767	6.8966	8.7719
KRTAP9-6	5.814	6.9767	6.8966	8.7719
KRTAP9-7	5.814	6.9767	6.8966	8.7719
KRTAP9-8	5.814	6.9767	6.8966	8.7719
KRTAP9-9	5.814	6.9767	6.8966	8.7719
KRTAP29-1	5.814	6.9767	6.8966	8.7719
KRTAP16-1	5.814	6.9767	6.8966	8.7719
KRTAP17-1	5.814	6.9767	6.8966	8.7719
KRT33A	5.814	5.814	6.8966	8.7719
KRT33B	5.814	5.814	6.8966	8.7719
KRT31	5.814	5.814	6.8966	8.7719
KRT34	5.814	5.814	6.8966	8.7719
AC003958.2	5.814	5.814	6.8966	8.7719
KRT37	5.814	5.814	6.8966	8.7719
KRT38	5.814	5.814	6.8966	7.0175
KRT32	4.6512	5.814	6.8966	7.0175
KRT35	4.6512	5.814	6.8966	7.0175
KRT36	4.6512	5.814	6.8966	7.0175
KRT13	4.6512	6.9767	6.8966	7.0175
KRT15	4.6512	6.9767	6.8966	7.0175
KRT19	4.6512	6.9767	6.8966	7.0175
MIR6510	4.6512	6.9767	6.8966	7.0175
LINC00974	4.6512	6.9767	6.8966	7.0175
KRT9	4.6512	8.1395	6.8966	7.0175
KRT14	4.6512	8.1395	6.8966	7.0175
KRT16	4.6512	8.1395	6.8966	7.0175
KRT17	4.6512	8.1395	6.8966	7.0175
KRT42P	4.6512	8.1395	6.8966	7.0175
EIF1	4.6512	8.1395	6.8966	7.0175
GAST	5.814	10.4651	6.8966	7.0175
HAP1	5.814	10.4651	5.1724	7.0175
JUP	5.814	10.4651	5.1724	7.0175
LEPREL4	5.814	9.3023	5.1724	7.0175
FKBP10	5.814	9.3023	3.4483	5.2632
NT5C3B	5.814	8.1395	3.4483	5.2632
KLHL10	5.814	5.814	3.4483	5.2632
KLHL11	5.814	5.814	1.7241	5.2632
ACLY	5.814	5.814	1.7241	5.2632
TTC25	2.3256	3.4884	1.7241	5.2632
CNP	2.3256	2.3256	0	5.2632
DNAJC7	2.3256	1.1628	0	5.2632
NKIRAS2	2.3256	1.1628	0	5.2632
ZNF385C	2.3256	1.1628	0	5.2632
DHX58	1.1628	0	0	5.2632
KAT2A	1.1628	0	0	5.2632
HSPB9	1.1628	0	0	3.5088
RAB5C	1.1628	0	0	3.5088
KCNH4	1.1628	0	0	3.5088
HCRT	1.1628	0	0	3.5088
GHDC	1.1628	0	0	3.5088
STAT5B	1.1628	1.1628	0	3.5088
STAT5A	1.1628	0	0	3.5088
STAT3	1.1628	0	0	3.5088
PTRF	1.1628	0	0	3.5088
ATP6V0A1	1.1628	0	1.7241	3.5088
MIR5010	1.1628	0	1.7241	3.5088
NAGLU	1.1628	0	1.7241	3.5088
COASY	1.1628	0	1.7241	3.5088
HSD17B1	1.1628	0	1.7241	3.5088
MLX	-1.1628	-0	-1.7241	-3.5088
PSMC3IP	1.1628	0	1.7241	3.5088
FAM134C	1.1628	0	1.7241	3.5088
TUBG1	1.1628	0	1.7241	3.5088
TUBG2	1.1628	0	0	3.5088
CCR10	1.1628	0	0	3.5088
CNTNAP1	1.1628	0	0	3.5088
PLEKHH3	1.1628	0	0	3.5088
EZH1	1.1628	1.1628	0	3.5088
MIR6780A	1.1628	0	0	3.5088
RAMP2-AS1	1.1628	1.1628	0	3.5088
RAMP2	1.1628	1.1628	0	3.5088
VPS25	1.1628	1.1628	0	3.5088
WNK4	1.1628	1.1628	0	3.5088
CNTD1	1.1628	1.1628	0	3.5088
COA3	1.1628	1.1628	0	3.5088
BECN1	1.1628	1.1628	0	3.5088
MIR6781	1.1628	1.1628	0	3.5088
PSME3	1.1628	1.1628	0	3.5088
AOC2	1.1628	1.1628	0	3.5088
AOC3	1.1628	1.1628	0	3.5088
AOC4P	1.1628	1.1628	0	3.5088
LINC00671	1.1628	1.1628	1.7241	3.5088
G6PC	1.1628	1.1628	1.7241	3.5088
AARSD1	1.1628	1.1628	0	3.5088
PTGES3L-AARSD1	1.1628	1.1628	0	3.5088
PTGES3L	1.1628	0	0	3.5088
RUNDC1	1.1628	0	0	3.5088
RPL27	1.1628	0	0	3.5088
IFI35	1.1628	0	0	3.5088
VAT1	1.1628	0	0	3.5088
RND2	1.1628	0	0	3.5088
BRCA1	1.1628	0	0	3.5088
NBR2	1.1628	0	0	3.5088
RP11-242D8.1	1.1628	0	0	3.5088
NBR1	1.1628	0	0	3.5088
ARL4D	1.1628	0	0	1.7544
LINC00854	1.1628	0	0	1.7544
LINC00910	1.1628	0	0	1.7544
TMEM106A	1.1628	0	0	1.7544
MIR2117	1.1628	1.1628	0	3.5088
DHX8	1.1628	1.1628	0	3.5088
ETV4	1.1628	1.1628	0	3.5088
MEOX1	1.1628	1.1628	0	3.5088
SOST	-1.1628	-0	-0	-3.5088
DUSP3	1.1628	0	0	3.5088
C17orf105	1.1628	0	0	3.5088
MPP3	1.1628	0	0	3.5088
CD300LG	1.1628	0	0	3.5088
MPP2	1.1628	0	0	3.5088
FAM215A	1.1628	0	0	3.5088
PPY	1.1628	0	0	3.5088
PYY	1.1628	1.1628	0	3.5088
NAGS	1.1628	1.1628	0	3.5088
TMEM101	1.1628	1.1628	0	3.5088
LSM12	1.1628	1.1628	0	1.7544
G6PC3	0	1.1628	0	1.7544
HDAC5	0	1.1628	0	1.7544
C17orf53	0	1.1628	1.7241	1.7544
ASB16	0	1.1628	1.7241	1.7544
ASB16-AS1	0	1.1628	1.7241	1.7544
TMUB2	0	1.1628	1.7241	1.7544
ATXN7L3	0	1.1628	1.7241	1.7544
MIR6782	0	1.1628	1.7241	1.7544
UBTF	0	1.1628	1.7241	1.7544
SLC4A1	0	1.1628	1.7241	1.7544
AC003102.3	0	0	0	1.7544
RUNDC3A	0	0	0	1.7544
SLC25A39	0	0	0	1.7544
GRN	0	0	0	1.7544
FAM171A2	0	0	0	1.7544
ITGA2B	0	0	0	1.7544
GPATCH8	0	0	0	1.7544
FZD2	0	0	0	1.7544
C17orf104	0	0	0	1.7544
CCDC43	0	0	0	1.7544
LINC01180	0	0	0	1.7544
DBF4B	0	0	0	1.7544
ADAM11	0	0	0	1.7544
GJC1	0	0	0	1.7544
HIGD1B	0	0	0	1.7544
EFTUD2	0	0	1.7241	1.7544
CCDC103	0	0	1.7241	1.7544
GFAP	0	0	0	1.7544
KIF18B	0	0	0	1.7544
MIR6783	0	0	0	1.7544
C1QL1	0	0	0	1.7544
DCAKD	0	0	0	1.7544
NMT1	0	0	0	1.7544
MIR6784	0	0	0	3.5088
PLCD3	0	0	0	3.5088
ACBD4	0	0	0	3.5088
HEXIM1	0	0	0	3.5088
HEXIM2	0	0	0	3.5088
FMNL1	0	0	0	3.5088
MAP3K14-AS1	0	0	0	3.5088
SPATA32	0	0	0	3.5088
MAP3K14	0	0	0	3.5088
ARHGAP27	0	1.1628	0	1.7544
ARL17A	0	4.6512	0	1.7544
ARL17B	0	3.4884	0	1.7544
CRHR1-IT1	0	3.4884	0	1.7544
CRHR1	0	3.4884	0	1.7544
KANSL1-AS1	0	3.4884	0	1.7544
KANSL1	0	3.4884	0	1.7544
LOC644172	0	3.4884	0	1.7544
LRRC37A2	0	3.4884	0	1.7544
LRRC37A4P	0	3.4884	0	1.7544
LRRC37A	0	3.4884	0	1.7544
MAPT-AS1	0	3.4884	0	1.7544
MAPT-IT1	0	3.4884	0	1.7544
MAPT	0	3.4884	0	1.7544
MGC57346	0	3.4884	0	1.7544
MIR4315-1	0	4.6512	1.7241	1.7544
MIR4315-2	0	4.6512	1.7241	1.7544
NSFP1	0	3.4884	0	1.7544
NSF	0	3.4884	0	1.7544
PLEKHM1	0	3.4884	0	1.7544
SPPL2C	0	3.4884	0	1.7544
STH	0	3.4884	0	1.7544
WNT3	0	2.3256	0	0
WNT9B	0	1.1628	0	0
GOSR2	0	1.1628	0	0
MIR5089	0	1.1628	0	0
RPRML	0	1.1628	0	0
CDC27	0	1.1628	0	0
MYL4	0	0	0	0
ITGB3	0	0	0	0
RP11-290H9.4	0	0	0	0
EFCAB13	0	0	0	0
MRPL45P2	0	0	0	0
NPEPPS	0	0	0	0
KPNB1	0	2.3256	0	1.7544
TBKBP1	0	2.3256	0	1.7544
TBX21	0	2.3256	0	1.7544
OSBPL7	0	2.3256	0	1.7544
MRPL10	0	2.3256	0	1.7544
LRRC46	0	2.3256	0	1.7544
SCRN2	0	2.3256	0	1.7544
SP6	0	2.3256	0	1.7544
AC003665.1	0	2.3256	0	0
SP2	0	2.3256	0	0
PNPO	0	2.3256	0	0
PRR15L	0	1.1628	0	0
CDK5RAP3	0	1.1628	1.7241	0
COPZ2	0	1.1628	3.4483	0
MIR152	0	1.1628	3.4483	0
NFE2L1	0	1.1628	3.4483	0
CBX1	0	1.1628	1.7241	0
SNX11	0	1.1628	1.7241	0
SKAP1	0	1.1628	1.7241	0
MIR1203	0	1.1628	1.7241	0
LOC101927166	0	1.1628	0	0
HOXB1	0	1.1628	0	0
HOXB-AS1	0	2.3256	0	0
HOXB2	0	2.3256	0	0
HOXB3	0	2.3256	0	0
HOXB4	0	2.3256	0	0
MIR10A	0	2.3256	0	0
HOXB-AS3	0	2.3256	0	0
HOXB5	0	2.3256	0	0
HOXB6	0	2.3256	0	0
HOXB7	0	2.3256	0	0
HOXB8	0	2.3256	0	0
HOXB9	0	2.3256	0	0
MIR196A1	0	2.3256	0	0
HOXB13	0	1.1628	0	0
MIR3185	0	1.1628	0	0
PRAC1	0	1.1628	0	0
PRAC2	0	1.1628	0	0
TTLL6	0	0	0	0
CALCOCO2	0	0	0	0
ATP5G1	0	0	0	0
UBE2Z	0	0	1.7241	0
SNF8	0	0	1.7241	0
GIP	0	0	1.7241	0
IGF2BP1	0	0	1.7241	0
B4GALNT2	0	0	1.7241	0
GNGT2	0	0	0	0
ABI3	0	0	0	0
PHOSPHO1	0	0	0	0
FLJ40194	0	0	0	0
MIR6129	0	0	0	0
ZNF652	0	0	0	0
RP11-1079K10.3	0	0	0	0
PHB	0	0	0	0
RP11-1079K10.5	0	0	0	0
NGFR	0	0	0	0
RP5-1029K10.2	0	0	0	1.7544
MIR6165|chr17	0	0	0	0
NXPH3	0	0	0	1.7544
SPOP	0	0	0	1.7544
SLC35B1	0	0	0	1.7544
FAM117A	0	0	0	1.7544
KAT7	0	0	0	0
TAC4	0	0	1.7241	0
FLJ45513	0	0	1.7241	0
DLX4	0	0	1.7241	0
DLX3	0	0	1.7241	0
RP11-1094H24.4	1.1628	0	1.7241	0
ITGA3	1.1628	0	1.7241	0
PDK2	1.1628	0	1.7241	0
SAMD14	1.1628	0	1.7241	0
PPP1R9B	1.1628	0	1.7241	0
SGCA	0	0	1.7241	0
HILS1	0	0	1.7241	0
COL1A1	0	0	1.7241	0
RP11-893F2.6	0	0	1.7241	0
TMEM92	0	0	1.7241	0
XYLT2	0	1.1628	1.7241	0
MRPL27	0	1.1628	1.7241	0
EME1	0	1.1628	1.7241	0
LRRC59	0	1.1628	1.7241	0
ACSF2	0	1.1628	1.7241	0
CHAD	0	1.1628	1.7241	0
RSAD1	0	1.1628	1.7241	0
MYCBPAP	0	1.1628	1.7241	0
EPN3	0	1.1628	1.7241	0
SPATA20	0	2.3256	1.7241	0
CACNA1G-AS1	0	2.3256	1.7241	0
CACNA1G	0	2.3256	1.7241	0
ABCC3	0	2.3256	1.7241	0
ANKRD40	0	2.3256	1.7241	0
LUC7L3	0	2.3256	1.7241	0
LINC00483	0	2.3256	1.7241	0
MIR8059	0	2.3256	1.7241	0
WFIKKN2	0	2.3256	1.7241	0
TOB1	0	2.3256	0	0
TOB1-AS1	0	2.3256	0	0
SPAG9	1.1628	2.3256	0	0
NME1-NME2	1.1628	0	0	0
NME1	1.1628	0	0	0
NME2	1.1628	0	0	0
MBTD1	0	0	0	0
RP11-1018N14.1	0	0	0	0
UTP18	0	0	0	0
CA10	0	1.1628	0	0
C17orf112	0	0	0	0
KIF2B	0	0	0	0
TOM1L1	0	0	1.7241	0
COX11	0	0	1.7241	0
STXBP4	0	0	1.7241	0
HLF	0	0	3.4483	0
MMD	0	0	3.4483	0
TMEM100	0	0	3.4483	0
PCTP	0	0	3.4483	0
ANKFN1	1.1628	0	1.7241	0
NOG	0	0	1.7241	0
C17orf67	0	0	3.4483	0
DGKE	0	0	3.4483	0
MTVR2	0	0	3.4483	0
TRIM25	0	0	3.4483	0
MIR3614	0	0	3.4483	0
COIL	0	0	3.4483	0
SCPEP1	0	0	3.4483	0
RNF126P1	0	0	1.7241	0
AKAP1	0	0	1.7241	0
MSI2	0	0	1.7241	0
RP11-118E18.2	0	0	1.7241	0
RP11-118E18.4	0	0	1.7241	0
CCDC182	0	0	1.7241	0
MRPS23	0	0	1.7241	0
CUEDC1	0	0	1.7241	0
VEZF1	0	0	1.7241	0
SRSF1	0	0	1.7241	0
DYNLL2	0	0	1.7241	0
RP11-159D12.10	0	0	1.7241	0
MSX2P1	0	0	1.7241	0
OR4D1	0	0	1.7241	0
OR4D2	0	0	1.7241	0
EPX	0	0	1.7241	0
MKS1	0	0	1.7241	0
LPO	0	0	1.7241	0
MPO	0	0	1.7241	0
BZRAP1	0	0	1.7241	0
BZRAP1-AS1	0	0	1.7241	0
MIR142	0	0	1.7241	0
MIR4736	0	0	1.7241	0
SUPT4H1	0	0	1.7241	0
RNF43	-0	-1.1628	-1.7241	-0
HSF5	0	1.1628	1.7241	0
MTMR4	0	1.1628	1.7241	0
RP11-112H10.4	0	1.1628	1.7241	0
44078	0	1.1628	1.7241	0
C17orf47	0	1.1628	1.7241	0
TEX14	0	1.1628	1.7241	0
RAD51C	0	1.1628	1.7241	0
PPM1E	0	1.1628	1.7241	0
TRIM37	0	1.1628	1.7241	0
SKA2	1.1628	2.3256	1.7241	0
MIR454	1.1628	2.3256	1.7241	0
MIR301A	1.1628	2.3256	1.7241	0
PRR11	1.1628	2.3256	1.7241	0
SMG8	1.1628	2.3256	1.7241	0
GDPD1	1.1628	2.3256	1.7241	0
YPEL2	1.1628	2.3256	1.7241	0
MIR4729	1.1628	2.3256	1.7241	0
RP11-567L7.6	1.1628	3.4884	1.7241	0
DHX40	1.1628	3.4884	1.7241	0
CLTC	1.1628	3.4884	1.7241	0
PTRH2	1.1628	3.4884	1.7241	0
VMP1	1.1628	3.4884	1.7241	0
MIR21	1.1628	3.4884	1.7241	0
TUBD1	1.1628	3.4884	1.7241	0
RPS6KB1	2.3256	3.4884	1.7241	0
RNFT1	2.3256	3.4884	1.7241	0
RP11-178C3.2	2.3256	3.4884	1.7241	0
TBC1D3P1-DHX40P1	2.3256	3.4884	1.7241	0
HEATR6	2.3256	3.4884	1.7241	0
MIR4737	2.3256	3.4884	1.7241	0
LOC645638	2.3256	3.4884	1.7241	0
LOC653653	2.3256	3.4884	1.7241	0
CA4	2.3256	3.4884	1.7241	0
USP32	2.3256	3.4884	1.7241	0
SCARNA20	1.1628	3.4884	1.7241	0
C17orf64	1.1628	4.6512	1.7241	0
APPBP2	1.1628	3.4884	1.7241	0
PPM1D	1.1628	3.4884	1.7241	0
BCAS3	2.3256	5.814	1.7241	1.7544
TBX2	2.3256	4.6512	1.7241	1.7544
C17orf82	1.1628	4.6512	1.7241	1.7544
TBX4	1.1628	3.4884	1.7241	1.7544
NACA2	1.1628	3.4884	1.7241	1.7544
BRIP1	1.1628	3.4884	1.7241	1.7544
INTS2	1.1628	2.3256	3.4483	1.7544
MED13	1.1628	2.3256	3.4483	1.7544
TBC1D3P2	1.1628	2.3256	3.4483	1.7544
EFCAB3	1.1628	2.3256	3.4483	1.7544
METTL2A	1.1628	2.3256	3.4483	1.7544
TLK2	1.1628	3.4884	3.4483	1.7544
MRC2	1.1628	3.4884	3.4483	1.7544
43900	1.1628	1.1628	3.4483	1.7544
MIR548W	1.1628	1.1628	3.4483	1.7544
hsa-mir-633	1.1628	1.1628	3.4483	1.7544
TANC2	1.1628	1.1628	5.1724	1.7544
CYB561	1.1628	1.1628	3.4483	1.7544
ACE	1.1628	1.1628	3.4483	1.7544
KCNH6	1.1628	1.1628	3.4483	1.7544
DCAF7	1.1628	1.1628	3.4483	1.7544
TACO1	1.1628	1.1628	3.4483	1.7544
MAP3K3	1.1628	1.1628	3.4483	1.7544
LIMD2	1.1628	1.1628	1.7241	1.7544
LOC729683	1.1628	1.1628	1.7241	1.7544
STRADA	1.1628	1.1628	1.7241	1.7544
CCDC47	1.1628	1.1628	1.7241	1.7544
DDX42	1.1628	1.1628	1.7241	1.7544
FTSJ3	1.1628	1.1628	1.7241	1.7544
PSMC5	1.1628	1.1628	1.7241	1.7544
SMARCD2	1.1628	1.1628	1.7241	1.7544
TCAM1P	1.1628	1.1628	1.7241	1.7544
CSH1	1.1628	1.1628	1.7241	1.7544
CSH2	1.1628	1.1628	1.7241	1.7544
CSHL1	1.1628	1.1628	1.7241	1.7544
GH2	1.1628	1.1628	1.7241	1.7544
GH1	1.1628	1.1628	1.7241	1.7544
CD79B	1.1628	1.1628	1.7241	1.7544
SCN4A	1.1628	1.1628	1.7241	1.7544
C17orf72	1.1628	1.1628	1.7241	1.7544
ICAM2	1.1628	1.1628	1.7241	1.7544
ERN1	1.1628	1.1628	1.7241	1.7544
