gene	I_gain	II_gain	III_gain	IV_gain	I_gain_ratio	II_gain_ratio	III_gain_ratio	IV_gain_ratio
TBL3	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
NOXO1	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
GFER	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
SYNGR3	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
ZNF598	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
NPW	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
NTHL1	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
SLC9A3R2	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
TSC2	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
MIR1225	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
PKD1	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
MIR6511B-1	0	0	0	2	0.0000 	0.0000 	0.0000 	3.5088 
CASKIN1	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
MIR3180-5	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
MIR4516	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
RAB26	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
SNORD60	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
TRAF7	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
MLST8	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
BRICD5	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
PGP	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
DNASE1L2	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
E4F1	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
ECI1	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
RNPS1	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
MIR3677	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
MIR940	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
ABCA3	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
MIR4717	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
ABCA17P	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
CCNF	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
MIR6767	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
C16orf59	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
MIR6768	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
NTN3	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
TBC1D24	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
ATP6V0C	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
AMDHD2	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
CEMP1	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
MIR3178	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
PDPK1	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
ERVK13-1	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
FLJ42627	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
KCTD5	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
LOC652276	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
PRSS27	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
SRRM2-AS1	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
SRRM2	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
TCEB2	1	0	0	0	1.1628 	0.0000 	0.0000 	0.0000 
PRSS33	1	0	0	0	1.1628 	0.0000 	0.0000 	0.0000 
PRSS41	1	0	0	0	1.1628 	0.0000 	0.0000 	0.0000 
PRSS21	1	0	0	0	1.1628 	0.0000 	0.0000 	0.0000 
ZG16B	1	0	0	0	1.1628 	0.0000 	0.0000 	0.0000 
PRSS30P	1	0	0	0	1.1628 	0.0000 	0.0000 	0.0000 
PRSS22	1	0	0	0	1.1628 	0.0000 	0.0000 	0.0000 
FLYWCH2	1	1	0	0	1.1628 	1.1628 	0.0000 	0.0000 
FLYWCH1	1	1	0	0	1.1628 	1.1628 	0.0000 	0.0000 
KREMEN2	0	1	0	0	0.0000 	1.1628 	0.0000 	0.0000 
PAQR4	0	1	0	0	0.0000 	1.1628 	0.0000 	0.0000 
PKMYT1	0	1	0	0	0.0000 	1.1628 	0.0000 	0.0000 
LINC00514	0	1	0	0	0.0000 	1.1628 	0.0000 	0.0000 
CLDN6	0	1	0	0	0.0000 	1.1628 	0.0000 	0.0000 
CLDN9	0	1	0	0	0.0000 	1.1628 	0.0000 	0.0000 
CCDC64B	0	1	0	0	0.0000 	1.1628 	0.0000 	0.0000 
HCFC1R1	0	1	0	0	0.0000 	1.1628 	0.0000 	0.0000 
RP11-473M20.5	0	1	0	0	0.0000 	1.1628 	0.0000 	0.0000 
THOC6	0	1	0	0	0.0000 	1.1628 	0.0000 	0.0000 
TNFRSF12A	0	1	0	0	0.0000 	1.1628 	0.0000 	0.0000 
MMP25	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
IL32	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
ZSCAN10	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
ZNF205-AS1	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
ZNF205	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
ZNF213	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
OR1F1	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
OR1F2P	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
ZNF200	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
MEFV	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
LINC00921	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
ZNF263	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
TIGD7	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
ZNF75A	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
OR2C1	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
MTRNR2L4	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
ZSCAN32	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
ZNF174	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
ZNF597	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
NAA60	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
MIR6126	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
C16orf90	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
CLUAP1	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
NLRC3	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
SLX4	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
DNASE1	0	1	0	0	0.0000 	1.1628 	0.0000 	0.0000 
TRAP1	0	1	0	0	0.0000 	1.1628 	0.0000 	0.0000 
CREBBP	0	1	0	0	0.0000 	1.1628 	0.0000 	0.0000 
ADCY9	0	1	1	0	0.0000 	1.1628 	1.7241 	0.0000 
SRL	0	1	1	0	0.0000 	1.1628 	1.7241 	0.0000 
RP11-95P2.1	0	1	1	0	0.0000 	1.1628 	1.7241 	0.0000 
TFAP4	0	1	1	0	0.0000 	1.1628 	1.7241 	0.0000 
GLIS2	0	1	1	0	0.0000 	1.1628 	1.7241 	0.0000 
CORO7-PAM16	0	1	1	0	0.0000 	1.1628 	1.7241 	0.0000 
PAM16	0	1	1	0	0.0000 	1.1628 	1.7241 	0.0000 
CORO7	0	1	1	0	0.0000 	1.1628 	1.7241 	0.0000 
VASN	0	1	1	0	0.0000 	1.1628 	1.7241 	0.0000 
DNAJA3	0	1	1	0	0.0000 	1.1628 	1.7241 	0.0000 
NMRAL1	0	1	1	0	0.0000 	1.1628 	1.7241 	0.0000 
HMOX2	0	1	1	0	0.0000 	1.1628 	1.7241 	0.0000 
CDIP1	0	1	0	0	0.0000 	1.1628 	0.0000 	0.0000 
C16orf96	0	1	0	0	0.0000 	1.1628 	0.0000 	0.0000 
UBALD1	0	1	0	0	0.0000 	1.1628 	0.0000 	0.0000 
MGRN1	0	1	0	0	0.0000 	1.1628 	0.0000 	0.0000 
MIR6769A	0	1	0	0	0.0000 	1.1628 	0.0000 	0.0000 
NUDT16L1	0	1	0	0	0.0000 	1.1628 	0.0000 	0.0000 
ANKS3	0	1	0	0	0.0000 	1.1628 	0.0000 	0.0000 
C16orf71	0	1	0	0	0.0000 	1.1628 	0.0000 	0.0000 
ZNF500	0	2	0	0	0.0000 	2.3256 	0.0000 	0.0000 
12-Sep	0	2	0	0	0.0000 	2.3256 	0.0000 	0.0000 
SMIM22	0	2	0	0	0.0000 	2.3256 	0.0000 	0.0000 
GLYR1	0	2	0	0	0.0000 	2.3256 	0.0000 	0.0000 
ROGDI	0	2	0	0	0.0000 	2.3256 	0.0000 	0.0000 
UBN1	0	2	0	0	0.0000 	2.3256 	0.0000 	0.0000 
PPL	0	2	0	0	0.0000 	2.3256 	0.0000 	0.0000 
SEC14L5	0	2	0	0	0.0000 	2.3256 	0.0000 	0.0000 
NAGPA	0	2	0	0	0.0000 	2.3256 	0.0000 	0.0000 
NAGPA-AS1	0	2	0	0	0.0000 	2.3256 	0.0000 	0.0000 
C16orf89	0	2	0	0	0.0000 	2.3256 	0.0000 	0.0000 
ALG1	0	2	0	0	0.0000 	2.3256 	0.0000 	0.0000 
FAM86A	0	2	0	0	0.0000 	2.3256 	0.0000 	0.0000 
MIR8065	0	2	0	0	0.0000 	2.3256 	0.0000 	0.0000 
RBFOX1	0	1	0	1	0.0000 	1.1628 	0.0000 	1.7544 
TMEM114	0	1	0	2	0.0000 	1.1628 	0.0000 	3.5088 
METTL22	0	1	0	2	0.0000 	1.1628 	0.0000 	3.5088 
ABAT	0	1	1	2	0.0000 	1.1628 	1.7241 	3.5088 
TMEM186	0	1	1	2	0.0000 	1.1628 	1.7241 	3.5088 
PMM2	0	1	1	2	0.0000 	1.1628 	1.7241 	3.5088 
C16orf72	0	1	1	2	0.0000 	1.1628 	1.7241 	3.5088 
CARHSP1	0	1	1	2	0.0000 	1.1628 	1.7241 	3.5088 
USP7	0	1	1	2	0.0000 	1.1628 	1.7241 	3.5088 
MIR548X	0	1	1	2	0.0000 	1.1628 	1.7241 	3.5088 
MIR7641-2	0	1	1	2	0.0000 	1.1628 	1.7241 	3.5088 
GRIN2A	0	1	1	2	0.0000 	1.1628 	1.7241 	3.5088 
ATF7IP2	0	1	0	2	0.0000 	1.1628 	0.0000 	3.5088 
EMP2	0	1	0	2	0.0000 	1.1628 	0.0000 	3.5088 
TEKT5	0	1	0	2	0.0000 	1.1628 	0.0000 	3.5088 
NUBP1	0	0	0	2	0.0000 	0.0000 	0.0000 	3.5088 
TVP23A	0	0	1	2	0.0000 	0.0000 	1.7241 	3.5088 
CIITA	0	0	1	2	0.0000 	0.0000 	1.7241 	3.5088 
DEXI	0	0	1	2	0.0000 	0.0000 	1.7241 	3.5088 
CLEC16A	0	0	0	2	0.0000 	0.0000 	0.0000 	3.5088 
SOCS1	0	0	0	1	0.0000 	0.0000 	0.0000 	1.7544 
TNP2	0	0	0	1	0.0000 	0.0000 	0.0000 	1.7544 
PRM3	0	0	0	1	0.0000 	0.0000 	0.0000 	1.7544 
PRM2	0	0	0	1	0.0000 	0.0000 	0.0000 	1.7544 
PRM1	0	0	0	1	0.0000 	0.0000 	0.0000 	1.7544 
hsa-mir-548h-2	0	0	0	1	0.0000 	0.0000 	0.0000 	1.7544 
RMI2	0	0	0	1	0.0000 	0.0000 	0.0000 	1.7544 
LITAF	0	0	1	1	0.0000 	0.0000 	1.7241 	1.7544 
SNN	0	0	1	1	0.0000 	0.0000 	1.7241 	1.7544 
TXNDC11	0	0	0	1	0.0000 	0.0000 	0.0000 	1.7544 
ZC3H7A	0	0	2	1	0.0000 	0.0000 	3.4483 	1.7544 
BCAR4	0	0	2	1	0.0000 	0.0000 	3.4483 	1.7544 
RSL1D1	0	0	0	1	0.0000 	0.0000 	0.0000 	1.7544 
GSPT1	0	0	0	1	0.0000 	0.0000 	0.0000 	1.7544 
TNFRSF17	0	0	0	1	0.0000 	0.0000 	0.0000 	1.7544 
SNX29	0	0	1	1	0.0000 	0.0000 	1.7241 	1.7544 
CPPED1	0	0	0	1	0.0000 	0.0000 	0.0000 	1.7544 
MIR4718	0	0	0	1	0.0000 	0.0000 	0.0000 	1.7544 
SHISA9	0	0	0	1	0.0000 	0.0000 	0.0000 	1.7544 
ERCC4	0	0	0	1	0.0000 	0.0000 	0.0000 	1.7544 
MKL2	0	0	0	1	0.0000 	0.0000 	0.0000 	1.7544 
MIR193B	0	0	0	1	0.0000 	0.0000 	0.0000 	1.7544 
MIR365A	0	0	0	1	0.0000 	0.0000 	0.0000 	1.7544 
PARN	0	0	0	1	0.0000 	0.0000 	0.0000 	1.7544 
BFAR	0	0	0	2	0.0000 	0.0000 	0.0000 	3.5088 
ABCC1	0	0	0	2	0.0000 	0.0000 	0.0000 	3.5088 
ABCC6P1	0	0	0	2	0.0000 	0.0000 	0.0000 	3.5088 
ABCC6P2	0	0	0	2	0.0000 	0.0000 	0.0000 	3.5088 
ABCC6	0	0	0	2	0.0000 	0.0000 	0.0000 	3.5088 
ARL6IP1	0	0	0	2	0.0000 	0.0000 	0.0000 	3.5088 
C16orf45	0	0	0	2	0.0000 	0.0000 	0.0000 	3.5088 
FOPNL	0	0	0	2	0.0000 	0.0000 	0.0000 	3.5088 
KIAA0430	0	0	0	2	0.0000 	0.0000 	0.0000 	3.5088 
LOC100288162	0	0	0	2	0.0000 	0.0000 	0.0000 	3.5088 
MIR3179-1	0	0	0	2	0.0000 	0.0000 	0.0000 	3.5088 
MIR3179-2	0	0	0	2	0.0000 	0.0000 	0.0000 	3.5088 
MIR3179-3	0	0	0	2	0.0000 	0.0000 	0.0000 	3.5088 
MIR3180-1	0	0	0	2	0.0000 	0.0000 	0.0000 	3.5088 
MIR3180-2	0	0	0	2	0.0000 	0.0000 	0.0000 	3.5088 
MIR3180-3	0	0	0	2	0.0000 	0.0000 	0.0000 	3.5088 
MIR3180-4	0	0	0	2	0.0000 	0.0000 	0.0000 	3.5088 
MIR484	0	0	0	2	0.0000 	0.0000 	0.0000 	3.5088 
MIR6506	0	0	0	2	0.0000 	0.0000 	0.0000 	3.5088 
MIR6511A-2	0	0	0	2	0.0000 	0.0000 	0.0000 	3.5088 
MIR6770-2	0	0	0	2	0.0000 	0.0000 	0.0000 	3.5088 
MPV17L	0	0	0	2	0.0000 	0.0000 	0.0000 	3.5088 
MYH11	0	0	0	2	0.0000 	0.0000 	0.0000 	3.5088 
NDE1	0	0	0	2	0.0000 	0.0000 	0.0000 	3.5088 
NOMO1	0	0	0	2	0.0000 	0.0000 	0.0000 	3.5088 
NOMO2	0	0	0	2	0.0000 	0.0000 	0.0000 	3.5088 
NOMO3	0	0	0	2	0.0000 	0.0000 	0.0000 	3.5088 
NPIPA1	0	0	0	2	0.0000 	0.0000 	0.0000 	3.5088 
NPIPA2	0	0	0	2	0.0000 	0.0000 	0.0000 	3.5088 
NPIPA3	0	0	0	2	0.0000 	0.0000 	0.0000 	3.5088 
NPIPA5	0	0	0	2	0.0000 	0.0000 	0.0000 	3.5088 
NPIPA7	0	0	0	2	0.0000 	0.0000 	0.0000 	3.5088 
NTAN1	0	0	0	2	0.0000 	0.0000 	0.0000 	3.5088 
PDXDC1	0	0	0	2	0.0000 	0.0000 	0.0000 	3.5088 
PKD1P1	0	0	0	2	0.0000 	0.0000 	0.0000 	3.5088 
PLA2G10	0	0	0	2	0.0000 	0.0000 	0.0000 	3.5088 
RPS15A	0	0	0	2	0.0000 	0.0000 	0.0000 	3.5088 
RRN3	0	0	0	2	0.0000 	0.0000 	0.0000 	3.5088 
XYLT1	0	0	0	2	0.0000 	0.0000 	0.0000 	3.5088 
hsa-mir-1972-1	0	0	0	2	0.0000 	0.0000 	0.0000 	3.5088 
SMG1	0	0	0	2	0.0000 	0.0000 	0.0000 	3.5088 
TMC7	0	0	0	2	0.0000 	0.0000 	0.0000 	3.5088 
COQ7	0	0	0	2	0.0000 	0.0000 	0.0000 	3.5088 
ITPRIPL2	0	0	0	2	0.0000 	0.0000 	0.0000 	3.5088 
SYT17	0	0	0	2	0.0000 	0.0000 	0.0000 	3.5088 
CLEC19A	0	0	0	2	0.0000 	0.0000 	0.0000 	3.5088 
TMC5	0	1	0	2	0.0000 	1.1628 	0.0000 	3.5088 
GDE1	0	1	0	2	0.0000 	1.1628 	0.0000 	3.5088 
CCP110	0	0	0	2	0.0000 	0.0000 	0.0000 	3.5088 
C16orf62	0	0	0	2	0.0000 	0.0000 	0.0000 	3.5088 
KNOP1	0	0	0	2	0.0000 	0.0000 	0.0000 	3.5088 
IQCK	0	0	0	2	0.0000 	0.0000 	0.0000 	3.5088 
GPRC5B	0	0	0	2	0.0000 	0.0000 	0.0000 	3.5088 
GPR139	0	0	0	2	0.0000 	0.0000 	0.0000 	3.5088 
GP2	0	0	0	1	0.0000 	0.0000 	0.0000 	1.7544 
UMOD	0	0	0	1	0.0000 	0.0000 	0.0000 	1.7544 
PDILT	0	0	0	1	0.0000 	0.0000 	0.0000 	1.7544 
ACSM5	0	0	0	1	0.0000 	0.0000 	0.0000 	1.7544 
ACSM2A	0	0	0	1	0.0000 	0.0000 	0.0000 	1.7544 
ACSM2B	0	0	0	1	0.0000 	0.0000 	0.0000 	1.7544 
ACSM1	0	0	0	1	0.0000 	0.0000 	0.0000 	1.7544 
THUMPD1	0	0	0	1	0.0000 	0.0000 	0.0000 	1.7544 
ACSM3	0	0	0	1	0.0000 	0.0000 	0.0000 	1.7544 
ERI2	0	0	0	1	0.0000 	0.0000 	0.0000 	1.7544 
LOC81691	0	0	0	1	0.0000 	0.0000 	0.0000 	1.7544 
DCUN1D3	0	1	0	1	0.0000 	1.1628 	0.0000 	1.7544 
LYRM1	0	1	0	1	0.0000 	1.1628 	0.0000 	1.7544 
DNAH3	0	1	0	1	0.0000 	1.1628 	0.0000 	1.7544 
TMEM159	0	1	0	1	0.0000 	1.1628 	0.0000 	1.7544 
ZP2	0	1	0	1	0.0000 	1.1628 	0.0000 	1.7544 
ANKS4B	0	0	0	2	0.0000 	0.0000 	0.0000 	3.5088 
CRYM	0	0	0	2	0.0000 	0.0000 	0.0000 	3.5088 
CRYM-AS1	0	0	0	1	0.0000 	0.0000 	0.0000 	1.7544 
C16orf52	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
CDR2	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
EEF2K	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
IGSF6	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
LOC100190986	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
LOC100271836	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
LOC653786	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
METTL9	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
MIR548AA2	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
MIR548D2	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
NPIPB3	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
NPIPB5	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
OTOA	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
PDZD9	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
POLR3E	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
RRN3P1	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
RRN3P3	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
SLC7A5P2	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
SMG1P1	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
SNX29P1	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
UQCRC2	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
VWA3A	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
HS3ST2	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
USP31	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
SCNN1G	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
SCNN1B	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
COG7	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
GGA2	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
EARS2	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
UBFD1	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
NDUFAB1	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
PALB2	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
DCTN5	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
PLK1	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
ERN2	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
CHP2	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
PRKCB	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
CACNG3	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
RBBP6	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
TNRC6A	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
SLC5A11	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
ARHGAP17	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
LOC554206	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
LCMT1	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
RP11-266L9.2	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
AQP8	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
ZKSCAN2	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
HS3ST4	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
hsa-mir-548w	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
C16orf82	0	0	1	0	0.0000 	0.0000 	1.7241 	0.0000 
KDM8	0	0	1	0	0.0000 	0.0000 	1.7241 	0.0000 
NSMCE1	0	0	1	0	0.0000 	0.0000 	1.7241 	0.0000 
FLJ21408	0	0	1	0	0.0000 	0.0000 	1.7241 	0.0000 
IL4R	0	0	1	0	0.0000 	0.0000 	1.7241 	0.0000 
IL21R	0	0	1	0	0.0000 	0.0000 	1.7241 	0.0000 
IL21R-AS1	0	0	1	0	0.0000 	0.0000 	1.7241 	0.0000 
GTF3C1	0	0	1	0	0.0000 	0.0000 	1.7241 	0.0000 
KIAA0556	0	0	1	0	0.0000 	0.0000 	1.7241 	0.0000 
GSG1L	0	0	1	0	0.0000 	0.0000 	1.7241 	0.0000 
XPO6	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
SBK1	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
NPIPB6	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
CLN3	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
EIF3CL	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
EIF3C	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
MIR6862-1	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
APOBR	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
IL27	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
NUPR1	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
CCDC101	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
SULT1A2	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
ATP2A1	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
ATXN2L	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
CD19	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
LAT	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
LOC100289092	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
MIR4517	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
MIR4721	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
NFATC2IP	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
NPIPB9	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
RABEP2	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
RRN3P2	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
SH2B1	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
SPNS1	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
SULT1A1	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
TUFM	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
SNX29P2	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
ALDOA	0	0	0	1	0.0000 	0.0000 	0.0000 	1.7544 
ASPHD1	0	0	0	1	0.0000 	0.0000 	0.0000 	1.7544 
BOLA2	0	0	0	1	0.0000 	0.0000 	0.0000 	1.7544 
C16orf54	0	0	0	1	0.0000 	0.0000 	0.0000 	1.7544 
C16orf92	0	0	0	1	0.0000 	0.0000 	0.0000 	1.7544 
CDIPT-AS1	0	0	0	1	0.0000 	0.0000 	0.0000 	1.7544 
CDIPT	0	0	0	1	0.0000 	0.0000 	0.0000 	1.7544 
CORO1A	0	0	0	1	0.0000 	0.0000 	0.0000 	1.7544 
DOC2A	0	0	0	1	0.0000 	0.0000 	0.0000 	1.7544 
FAM57B	0	0	0	1	0.0000 	0.0000 	0.0000 	1.7544 
GDPD3	0	0	0	1	0.0000 	0.0000 	0.0000 	1.7544 
HIRIP3	0	0	0	1	0.0000 	0.0000 	0.0000 	1.7544 
INO80E	0	0	0	1	0.0000 	0.0000 	0.0000 	1.7544 
KCTD13	0	0	0	1	0.0000 	0.0000 	0.0000 	1.7544 
KIF22	0	0	0	1	0.0000 	0.0000 	0.0000 	1.7544 
LOC388242	0	0	0	1	0.0000 	0.0000 	0.0000 	1.7544 
LOC440354	0	0	0	1	0.0000 	0.0000 	0.0000 	1.7544 
LOC595101	0	0	0	1	0.0000 	0.0000 	0.0000 	1.7544 
LOC606724	0	0	0	1	0.0000 	0.0000 	0.0000 	1.7544 
LOC613037	0	0	0	1	0.0000 	0.0000 	0.0000 	1.7544 
MAPK3	0	0	0	1	0.0000 	0.0000 	0.0000 	1.7544 
MAZ	0	0	0	1	0.0000 	0.0000 	0.0000 	1.7544 
MVP	0	0	0	1	0.0000 	0.0000 	0.0000 	1.7544 
PAGR1	0	0	0	1	0.0000 	0.0000 	0.0000 	1.7544 
PPP4C	0	0	0	1	0.0000 	0.0000 	0.0000 	1.7544 
PRRT2	0	0	0	1	0.0000 	0.0000 	0.0000 	1.7544 
QPRT	0	0	0	1	0.0000 	0.0000 	0.0000 	1.7544 
SEZ6L2	0	0	0	1	0.0000 	0.0000 	0.0000 	1.7544 
SLC7A5P1	0	0	0	1	0.0000 	0.0000 	0.0000 	1.7544 
